transaction_id,sender_id,receiver_id,amount,timestamp,is_fraud
tx_102838,acct_PAYROLL2,acct_EMP268,1735.0,2025-01-19 13:03:00,0
tx_102839,acct_5987,acct_6476,623.51,2025-01-11 04:41:00,0
tx_102840,acct_3057,acct_MULE6,8309.22,2025-02-22 12:27:00,1
tx_102841,acct_L18,acct_L113,17041.53,2025-01-30 20:02:00,1
tx_102842,acct_5196,acct_7966,28.66,2025-05-04 04:58:00,0
tx_102843,acct_588,acct_3430,157.32,2025-05-03 14:34:00,0
tx_102844,acct_2289,acct_MULE14,7160.4,2025-04-08 08:45:00,1
tx_102845,acct_FR1,acct_FR2,14821.92,2025-01-12 02:14:00,1
tx_102846,acct_USER679,acct_AMAZON,450.05,2025-01-27 04:00:00,0
tx_102847,acct_USER661,acct_AMAZON,237.68,2025-02-27 04:05:00,0
tx_102848,acct_L25,acct_L64,8115.41,2025-01-10 14:19:00,1
tx_102849,acct_3107,acct_MULE10,5710.28,2025-01-23 09:06:00,1
tx_102850,acct_2345,acct_8959,427.35,2025-02-21 12:28:00,0
tx_102851,acct_1602,acct_MULE1,7328.02,2025-01-08 15:51:00,1
tx_102852,acct_2553,acct_6782,1047.81,2025-04-18 14:06:00,0
tx_102853,acct_2003,acct_564,22.81,2025-01-14 00:56:00,0
tx_102854,acct_1356,acct_MULE4,7812.06,2025-01-28 03:29:00,1
tx_102855,acct_L22,acct_L79,11178.16,2025-01-12 12:38:00,1
tx_102856,acct_USER570,acct_AMAZON,288.89,2025-05-08 12:57:00,0
tx_102857,acct_2234,acct_MULE14,4558.19,2025-04-04 06:33:00,1
tx_102858,acct_1557,acct_MULE3,2018.18,2025-03-29 16:55:00,1
tx_102859,acct_PAYROLL5,acct_EMP18,2614.41,2025-01-23 03:55:00,0
tx_102860,acct_PAYROLL3,acct_EMP317,2153.06,2025-04-23 00:29:00,0
tx_102861,acct_PAYROLL4,acct_EMP19,1731.65,2025-03-30 13:08:00,0
tx_102862,acct_USER797,acct_AMAZON,302.37,2025-04-26 19:44:00,0
tx_102863,acct_4244,acct_3589,1422.29,2025-03-06 04:03:00,0
tx_102864,acct_USER218,acct_AMAZON,423.54,2025-01-30 13:17:00,0
tx_102865,acct_PAYROLL4,acct_EMP120,1973.51,2025-02-05 18:19:00,0
tx_102866,acct_7054,acct_5639,176.86,2025-05-03 02:14:00,0
tx_102867,acct_USER49,acct_AMAZON,274.73,2025-03-11 23:36:00,0
tx_102868,acct_USER350,acct_AMAZON,198.81,2025-02-09 22:54:00,0
tx_102869,acct_7936,acct_2325,1032.66,2025-03-20 10:51:00,0
tx_102870,acct_PAYROLL4,acct_EMP402,1664.98,2025-02-19 03:44:00,0
tx_102871,acct_PAYROLL3,acct_EMP237,1868.18,2025-01-30 17:43:00,0
tx_102872,acct_1473,acct_MULE4,5681.98,2025-01-04 16:31:00,1
tx_102873,acct_PAYROLL2,acct_EMP427,1651.08,2025-01-17 11:48:00,0
tx_102874,acct_2913,acct_MULE7,6665.9,2025-04-11 02:28:00,1
tx_102875,acct_L27,acct_L91,12951.51,2025-01-12 16:36:00,1
tx_102876,acct_PAYROLL3,acct_EMP266,1001.22,2025-05-12 13:56:00,0
tx_102877,acct_PAYROLL4,acct_EMP494,2974.92,2025-01-14 12:35:00,0
tx_102878,acct_PAYROLL3,acct_EMP335,2614.82,2025-01-20 03:23:00,0
tx_102879,acct_FR6,acct_FR7,11628.91,2025-02-26 09:16:00,1
tx_102880,acct_3484,acct_MULE6,2459.74,2025-05-03 04:07:00,1
tx_102881,acct_L22,acct_L112,9537.01,2025-05-11 16:32:00,1
tx_102882,acct_808,acct_7382,972.76,2025-05-16 01:10:00,0
tx_102883,acct_L40,acct_L74,9618.36,2025-03-22 20:52:00,1
tx_102884,acct_5501,acct_8680,1416.34,2025-02-25 16:16:00,0
tx_102885,acct_L36,acct_L67,5615.04,2025-02-23 11:47:00,1
tx_102886,acct_PAYROLL1,acct_EMP220,1301.49,2025-03-26 04:51:00,0
tx_102887,acct_1696,acct_7264,342.25,2025-03-11 12:11:00,0
tx_102888,acct_1259,acct_6188,295.13,2025-01-27 06:07:00,0
tx_102889,acct_L8,acct_L88,7854.05,2025-04-05 06:24:00,1
tx_102890,acct_L50,acct_L79,14577.25,2025-05-03 18:32:00,1
tx_102891,acct_4642,acct_6637,1416.45,2025-05-05 15:40:00,0
tx_102892,acct_136,acct_1518,1397.52,2025-03-21 18:10:00,0
tx_102893,acct_PAYROLL3,acct_EMP281,1775.79,2025-04-02 15:22:00,0
tx_102894,acct_USER95,acct_AMAZON,330.01,2025-01-04 06:42:00,0
tx_102895,acct_PAYROLL4,acct_EMP177,2652.53,2025-04-27 03:30:00,0
tx_102896,acct_USER375,acct_AMAZON,83.49,2025-03-07 04:46:00,0
tx_102897,acct_PAYROLL4,acct_EMP156,1777.87,2025-01-01 03:21:00,0
tx_102898,acct_USER411,acct_AMAZON,113.87,2025-01-17 06:19:00,0
tx_102899,acct_2304,acct_MULE7,3008.52,2025-04-05 22:48:00,1
tx_102900,acct_5669,acct_6244,1924.56,2025-04-25 14:22:00,0
tx_102901,acct_L37,acct_L73,10458.84,2025-04-27 19:12:00,1
tx_102902,acct_L22,acct_L78,17943.22,2025-03-18 09:02:00,1
tx_102903,acct_PAYROLL2,acct_EMP45,1152.99,2025-03-07 08:18:00,0
tx_102904,acct_USER362,acct_AMAZON,260.33,2025-05-18 14:46:00,0
tx_102905,acct_FR6,acct_FR7,3887.79,2025-04-27 17:34:00,1
tx_102906,acct_1954,acct_7798,1573.24,2025-03-21 12:49:00,0
tx_102907,acct_4338,acct_3290,1871.96,2025-04-07 05:29:00,0
tx_102908,acct_PAYROLL3,acct_EMP463,2036.37,2025-01-09 04:31:00,0
tx_102909,acct_USER480,acct_AMAZON,85.91,2025-04-21 13:00:00,0
tx_102910,acct_L38,acct_L76,9243.18,2025-03-18 12:08:00,1
tx_102911,acct_FR6,acct_FR7,10583.76,2025-01-07 23:00:00,1
tx_102912,acct_3881,acct_2777,978.51,2025-01-09 23:59:00,0
tx_102913,acct_FR2,acct_FR3,7966.39,2025-02-23 19:18:00,1
tx_102914,acct_PAYROLL5,acct_EMP290,2902.0,2025-01-29 11:27:00,0
tx_102915,acct_FR4,acct_FR5,13740.93,2025-01-15 03:36:00,1
tx_102916,acct_3373,acct_MULE6,7973.24,2025-01-03 04:16:00,1
tx_102917,acct_PAYROLL1,acct_EMP133,1287.1,2025-02-13 05:28:00,0
tx_102918,acct_USER236,acct_AMAZON,125.1,2025-04-27 06:00:00,0
tx_102919,acct_USER728,acct_AMAZON,94.65,2025-03-12 21:53:00,0
tx_102920,acct_7020,acct_1141,922.31,2025-01-31 06:57:00,0
tx_102921,acct_USER382,acct_AMAZON,87.32,2025-02-05 04:21:00,0
tx_102922,acct_FR4,acct_FR5,5323.61,2025-01-25 11:05:00,1
tx_102923,acct_USER168,acct_AMAZON,484.25,2025-03-09 00:37:00,0
tx_102924,acct_PAYROLL2,acct_EMP407,994.95,2025-02-27 07:28:00,0
tx_102925,acct_PAYROLL4,acct_EMP104,1930.16,2025-03-14 23:55:00,0
tx_102926,acct_FR3,acct_FR4,9104.41,2025-02-13 06:44:00,1
tx_102927,acct_8802,acct_2678,1054.54,2025-04-21 08:54:00,0
tx_102928,acct_PAYROLL1,acct_EMP321,2632.84,2025-03-23 20:32:00,0
tx_102929,acct_PAYROLL4,acct_EMP124,2580.61,2025-04-25 21:49:00,0
tx_102930,acct_1170,acct_MULE1,3172.19,2025-02-21 13:03:00,1
tx_102931,acct_1442,acct_MULE12,2571.53,2025-03-08 12:43:00,1
tx_102932,acct_PAYROLL3,acct_EMP419,1000.8,2025-05-12 18:43:00,0
tx_102933,acct_USER579,acct_AMAZON,134.92,2025-01-26 19:00:00,0
tx_102934,acct_1689,acct_MULE1,4418.52,2025-01-17 03:04:00,1
tx_102935,acct_1659,acct_MULE13,6515.41,2025-02-13 18:42:00,1
tx_102936,acct_FR3,acct_FR4,9874.46,2025-03-06 07:16:00,1
tx_102937,acct_USER533,acct_AMAZON,304.63,2025-05-14 13:12:00,0
tx_102938,acct_USER692,acct_AMAZON,114.97,2025-01-23 10:11:00,0
tx_102939,acct_1181,acct_MULE2,3218.68,2025-01-28 10:29:00,1
tx_102940,acct_2273,acct_MULE11,6690.57,2025-01-22 05:23:00,1
tx_102941,acct_PAYROLL3,acct_EMP421,693.75,2025-04-12 23:32:00,0
tx_102942,acct_3421,acct_MULE4,4299.97,2025-01-11 04:09:00,1
tx_102943,acct_1088,acct_MULE7,5277.38,2025-01-16 12:33:00,1
tx_102944,acct_USER187,acct_AMAZON,121.19,2025-01-12 09:16:00,0
tx_102945,acct_L33,acct_L83,6244.25,2025-05-05 09:53:00,1
tx_102946,acct_FR6,acct_FR7,3245.53,2025-05-13 07:13:00,1
tx_102947,acct_L1,acct_L70,11025.06,2025-03-06 05:37:00,1
tx_102948,acct_3057,acct_5556,902.67,2025-05-08 05:53:00,0
tx_102949,acct_PAYROLL5,acct_EMP27,1728.16,2025-01-14 18:35:00,0
tx_102950,acct_3694,acct_MULE13,8328.03,2025-04-11 04:04:00,1
tx_102951,acct_3721,acct_MULE11,7359.07,2025-05-01 22:44:00,1
tx_102952,acct_1314,acct_MULE11,3225.81,2025-04-23 09:54:00,1
tx_102953,acct_8610,acct_1634,243.93,2025-03-26 14:34:00,0
tx_102954,acct_1780,acct_MULE1,5966.03,2025-05-19 18:52:00,1
tx_102955,acct_FR2,acct_FR3,12297.69,2025-02-21 00:05:00,1
tx_102956,acct_1236,acct_6563,1801.22,2025-04-21 17:29:00,0
tx_102957,acct_USER38,acct_AMAZON,259.38,2025-05-06 09:38:00,0
tx_102958,acct_USER3,acct_AMAZON,191.43,2025-04-22 13:39:00,0
tx_102959,acct_PAYROLL5,acct_EMP331,2856.44,2025-02-11 11:07:00,0
tx_102960,acct_FR2,acct_FR3,5074.74,2025-01-23 16:32:00,1
tx_102961,acct_FR6,acct_FR7,4857.26,2025-03-26 22:06:00,1
tx_102962,acct_USER597,acct_AMAZON,213.02,2025-04-29 11:43:00,0
tx_102963,acct_8531,acct_5582,502.88,2025-03-17 06:49:00,0
tx_102964,acct_USER556,acct_AMAZON,425.6,2025-04-23 20:16:00,0
tx_102965,acct_1954,acct_MULE14,8646.69,2025-01-26 02:14:00,1
tx_102966,acct_PAYROLL3,acct_EMP93,1771.43,2025-03-09 23:30:00,0
tx_102967,acct_USER593,acct_AMAZON,131.95,2025-01-07 07:20:00,0
tx_102968,acct_1629,acct_MULE13,7913.44,2025-01-15 23:09:00,1
tx_102969,acct_USER717,acct_AMAZON,244.33,2025-03-27 15:53:00,0
tx_102970,acct_L1,acct_L60,8635.48,2025-05-10 11:58:00,1
tx_102971,acct_FR4,acct_FR5,10107.47,2025-04-25 18:54:00,1
tx_102972,acct_2461,acct_MULE9,4824.85,2025-01-17 18:19:00,1
tx_102973,acct_3682,acct_4738,1316.52,2025-01-19 07:50:00,0
tx_102974,acct_FR4,acct_FR5,11137.38,2025-05-08 18:55:00,1
tx_102975,acct_1850,acct_MULE1,5214.1,2025-03-06 04:10:00,1
tx_102976,acct_L16,acct_L102,11952.08,2025-03-29 09:48:00,1
tx_102977,acct_USER272,acct_AMAZON,133.53,2025-03-22 17:10:00,0
tx_102978,acct_USER482,acct_AMAZON,214.77,2025-04-16 00:06:00,0
tx_102979,acct_FR5,acct_FR6,6480.19,2025-03-31 14:24:00,1
tx_102980,acct_8975,acct_7448,1314.09,2025-05-18 00:56:00,0
tx_102981,acct_USER132,acct_AMAZON,64.45,2025-05-19 08:56:00,0
tx_102982,acct_PAYROLL4,acct_EMP278,2058.42,2025-02-07 21:54:00,0
tx_102983,acct_2822,acct_3505,1682.76,2025-04-18 04:52:00,0
tx_102984,acct_4641,acct_3587,1430.07,2025-03-21 20:51:00,0
tx_102985,acct_8277,acct_96,660.73,2025-03-24 21:19:00,0
tx_102986,acct_6857,acct_7386,20.35,2025-01-25 08:47:00,0
tx_102987,acct_PAYROLL3,acct_EMP97,543.39,2025-05-11 20:28:00,0
tx_102988,acct_4,acct_210,1166.08,2025-01-27 14:39:00,0
tx_102989,acct_PAYROLL5,acct_EMP150,1940.2,2025-03-05 08:10:00,0
tx_102990,acct_4991,acct_7007,1305.25,2025-05-19 09:40:00,0
tx_102991,acct_PAYROLL5,acct_EMP83,1764.87,2025-02-22 08:59:00,0
tx_102992,acct_USER172,acct_AMAZON,416.55,2025-03-17 06:03:00,0
tx_102993,acct_PAYROLL3,acct_EMP27,1405.75,2025-04-05 05:50:00,0
tx_102994,acct_PAYROLL1,acct_EMP54,1765.64,2025-04-09 11:43:00,0
tx_102995,acct_2689,acct_2922,1133.26,2025-04-21 11:12:00,0
tx_102996,acct_2968,acct_6699,1141.32,2025-02-25 05:37:00,0
tx_102997,acct_PAYROLL1,acct_EMP452,2087.26,2025-03-04 16:20:00,0
tx_102998,acct_PAYROLL2,acct_EMP155,1879.67,2025-03-05 05:12:00,0
tx_102999,acct_FR4,acct_FR5,8180.76,2025-04-17 03:49:00,1
tx_103000,acct_6987,acct_2663,1138.3,2025-04-15 05:34:00,0
tx_103001,acct_USER124,acct_AMAZON,397.58,2025-03-28 10:17:00,0
tx_103002,acct_FR2,acct_FR3,3887.99,2025-03-08 02:03:00,1
tx_103003,acct_PAYROLL2,acct_EMP385,1244.77,2025-01-05 04:55:00,0
tx_103004,acct_5258,acct_2437,463.51,2025-02-20 01:27:00,0
tx_103005,acct_3813,acct_MULE4,2684.31,2025-04-04 08:35:00,1
tx_103006,acct_FR3,acct_FR4,9560.74,2025-01-02 02:48:00,1
tx_103007,acct_L17,acct_L79,11376.89,2025-03-26 04:05:00,1
tx_103008,acct_PAYROLL2,acct_EMP248,1417.24,2025-01-18 17:33:00,0
tx_103009,acct_USER155,acct_AMAZON,248.86,2025-01-02 21:05:00,0
tx_103010,acct_FR4,acct_FR5,7487.66,2025-03-14 12:49:00,1
tx_103011,acct_USER641,acct_AMAZON,263.08,2025-03-10 13:31:00,0
tx_103012,acct_L49,acct_L73,16637.37,2025-01-11 09:04:00,1
tx_103013,acct_FR7,acct_FR1,10749.01,2025-04-30 15:49:00,1
tx_103014,acct_1745,acct_MULE2,5777.14,2025-01-10 21:15:00,1
tx_103015,acct_PAYROLL5,acct_EMP113,1436.82,2025-01-28 21:46:00,0
tx_103016,acct_PAYROLL2,acct_EMP335,2591.45,2025-01-11 02:51:00,0
tx_103017,acct_PAYROLL4,acct_EMP335,2668.06,2025-02-23 19:16:00,0
tx_103018,acct_FR6,acct_FR7,11595.53,2025-03-02 20:43:00,1
tx_103019,acct_USER132,acct_AMAZON,149.31,2025-03-21 23:07:00,0
tx_103020,acct_1954,acct_896,1655.65,2025-04-07 14:58:00,0
tx_103021,acct_FR6,acct_FR7,11662.36,2025-02-19 00:02:00,1
tx_103022,acct_4604,acct_1777,446.88,2025-05-15 17:57:00,0
tx_103023,acct_FR7,acct_FR1,14134.8,2025-01-15 07:58:00,1
tx_103024,acct_L17,acct_L73,15690.54,2025-05-18 14:45:00,1
tx_103025,acct_USER253,acct_AMAZON,452.82,2025-01-24 05:43:00,0
tx_103026,acct_PAYROLL4,acct_EMP2,2395.34,2025-02-06 18:02:00,0
tx_103027,acct_PAYROLL3,acct_EMP491,1855.64,2025-01-31 18:57:00,0
tx_103028,acct_1061,acct_4838,1108.43,2025-02-01 16:55:00,0
tx_103029,acct_FR4,acct_FR5,12972.53,2025-02-27 20:48:00,1
tx_103030,acct_3232,acct_3242,862.17,2025-01-23 02:25:00,0
tx_103031,acct_5239,acct_2702,303.86,2025-03-01 00:22:00,0
tx_103032,acct_USER571,acct_AMAZON,64.77,2025-01-25 02:31:00,0
tx_103033,acct_L13,acct_L60,18848.77,2025-02-02 18:16:00,1
tx_103034,acct_7901,acct_5692,1641.97,2025-01-04 16:40:00,0
tx_103035,acct_6468,acct_8818,1577.42,2025-05-11 00:08:00,0
tx_103036,acct_L47,acct_L78,6701.84,2025-03-26 23:33:00,1
tx_103037,acct_USER385,acct_AMAZON,466.33,2025-02-13 15:34:00,0
tx_103038,acct_FR5,acct_FR6,8152.73,2025-04-27 21:16:00,1
tx_103039,acct_2001,acct_MULE4,7371.38,2025-03-26 02:36:00,1
tx_103040,acct_USER118,acct_AMAZON,312.78,2025-04-29 00:04:00,0
tx_103041,acct_PAYROLL4,acct_EMP424,2972.15,2025-02-24 07:17:00,0
tx_103042,acct_PAYROLL3,acct_EMP496,1298.47,2025-04-20 05:54:00,0
tx_103043,acct_FR6,acct_FR7,9619.7,2025-04-14 16:01:00,1
tx_103044,acct_3581,acct_MULE1,3409.3,2025-01-22 04:44:00,1
tx_103045,acct_FR3,acct_FR4,14582.64,2025-04-23 10:42:00,1
tx_103046,acct_USER68,acct_AMAZON,471.31,2025-01-24 09:42:00,0
tx_103047,acct_2791,acct_MULE13,6933.27,2025-04-06 16:02:00,1
tx_103048,acct_L14,acct_L86,13825.85,2025-01-07 22:39:00,1
tx_103049,acct_L22,acct_L108,14626.59,2025-02-10 01:26:00,1
tx_103050,acct_L42,acct_L114,14030.45,2025-03-06 20:28:00,1
tx_103051,acct_PAYROLL5,acct_EMP496,2512.94,2025-04-06 15:29:00,0
tx_103052,acct_PAYROLL3,acct_EMP453,1882.92,2025-01-08 15:45:00,0
tx_103053,acct_USER279,acct_AMAZON,322.5,2025-02-25 01:12:00,0
tx_103054,acct_FR7,acct_FR1,5817.43,2025-02-06 04:39:00,1
tx_103055,acct_PAYROLL5,acct_EMP363,604.64,2025-01-31 13:30:00,0
tx_103056,acct_USER449,acct_AMAZON,484.52,2025-02-27 07:05:00,0
tx_103057,acct_3665,acct_5087,1539.64,2025-03-14 00:13:00,0
tx_103058,acct_PAYROLL1,acct_EMP370,2879.92,2025-03-12 02:58:00,0
tx_103059,acct_6245,acct_7444,1946.26,2025-02-20 11:31:00,0
tx_103060,acct_FR4,acct_FR5,7273.58,2025-05-06 11:46:00,1
tx_103061,acct_USER610,acct_AMAZON,50.82,2025-02-16 15:45:00,0
tx_103062,acct_1924,acct_MULE11,6004.99,2025-01-06 09:53:00,1
tx_103063,acct_USER529,acct_AMAZON,86.46,2025-04-13 17:57:00,0
tx_103064,acct_USER206,acct_AMAZON,317.52,2025-01-08 13:46:00,0
tx_103065,acct_8880,acct_2991,629.31,2025-02-26 08:58:00,0
tx_103066,acct_FR2,acct_FR3,12919.02,2025-04-27 09:39:00,1
tx_103067,acct_1522,acct_MULE5,4383.13,2025-04-09 17:19:00,1
tx_103068,acct_4238,acct_1620,534.31,2025-03-04 02:08:00,0
tx_103069,acct_USER21,acct_AMAZON,122.28,2025-02-16 13:44:00,0
tx_103070,acct_PAYROLL3,acct_EMP106,2661.71,2025-05-17 20:34:00,0
tx_103071,acct_5053,acct_3873,29.18,2025-01-03 22:55:00,0
tx_103072,acct_USER644,acct_AMAZON,240.22,2025-04-29 08:20:00,0
tx_103073,acct_1242,acct_MULE5,6943.26,2025-04-26 18:35:00,1
tx_103074,acct_PAYROLL4,acct_EMP158,2366.08,2025-05-15 13:52:00,0
tx_103075,acct_PAYROLL2,acct_EMP444,1573.38,2025-02-14 14:45:00,0
tx_103076,acct_USER362,acct_AMAZON,448.86,2025-02-10 15:51:00,0
tx_103077,acct_PAYROLL3,acct_EMP41,806.67,2025-01-03 11:18:00,0
tx_103078,acct_PAYROLL2,acct_EMP420,1270.11,2025-05-03 22:11:00,0
tx_103079,acct_1983,acct_947,509.13,2025-03-07 11:29:00,0
tx_103080,acct_FR1,acct_FR2,10826.24,2025-03-19 22:29:00,1
tx_103081,acct_PAYROLL4,acct_EMP154,2873.08,2025-02-26 05:47:00,0
tx_103082,acct_PAYROLL3,acct_EMP349,2500.35,2025-02-03 13:23:00,0
tx_103083,acct_PAYROLL1,acct_EMP206,2285.62,2025-02-12 03:50:00,0
tx_103084,acct_L16,acct_L108,9418.19,2025-03-19 04:31:00,1
tx_103085,acct_USER267,acct_AMAZON,229.14,2025-02-21 07:10:00,0
tx_103086,acct_4926,acct_142,880.86,2025-02-02 19:14:00,0
tx_103087,acct_FR7,acct_FR1,3753.88,2025-01-26 20:49:00,1
tx_103088,acct_PAYROLL3,acct_EMP32,2407.77,2025-04-30 09:20:00,0
tx_103089,acct_USER470,acct_AMAZON,453.98,2025-01-01 16:19:00,0
tx_103090,acct_FR5,acct_FR6,6490.13,2025-04-15 07:34:00,1
tx_103091,acct_1577,acct_MULE1,2947.35,2025-02-26 04:44:00,1
tx_103092,acct_USER759,acct_AMAZON,82.8,2025-05-17 09:39:00,0
tx_103093,acct_FR5,acct_FR6,13302.13,2025-02-13 03:04:00,1
tx_103094,acct_USER766,acct_AMAZON,417.97,2025-01-07 02:16:00,0
tx_103095,acct_FR1,acct_FR2,13848.39,2025-05-03 14:45:00,1
tx_103096,acct_2781,acct_7204,887.23,2025-04-01 08:34:00,0
tx_103097,acct_4709,acct_5439,1268.56,2025-05-04 17:02:00,0
tx_103098,acct_3871,acct_5175,509.45,2025-01-08 19:47:00,0
tx_103099,acct_3321,acct_3142,1122.44,2025-03-12 16:14:00,0
tx_103100,acct_USER30,acct_AMAZON,489.88,2025-03-23 05:37:00,0
tx_103101,acct_3732,acct_MULE8,4574.49,2025-03-07 01:47:00,1
tx_103102,acct_USER488,acct_AMAZON,395.98,2025-01-02 23:10:00,0
tx_103103,acct_4709,acct_4469,1138.23,2025-01-29 09:46:00,0
tx_103104,acct_FR7,acct_FR1,12010.49,2025-02-20 13:51:00,1
tx_103105,acct_3228,acct_MULE5,3068.57,2025-02-09 06:07:00,1
tx_103106,acct_3861,acct_MULE14,7513.24,2025-02-21 08:03:00,1
tx_103107,acct_4990,acct_3540,544.08,2025-04-18 18:28:00,0
tx_103108,acct_2089,acct_MULE2,4910.43,2025-02-13 07:51:00,1
tx_103109,acct_USER351,acct_AMAZON,413.2,2025-01-20 12:28:00,0
tx_103110,acct_1537,acct_MULE10,2264.29,2025-02-17 19:06:00,1
tx_103111,acct_6903,acct_569,369.12,2025-02-05 20:43:00,0
tx_103112,acct_PAYROLL2,acct_EMP64,1289.22,2025-02-20 23:11:00,0
tx_103113,acct_PAYROLL2,acct_EMP423,1315.2,2025-01-17 09:20:00,0
tx_103114,acct_PAYROLL2,acct_EMP15,1706.25,2025-01-30 21:23:00,0
tx_103115,acct_298,acct_945,1552.4,2025-03-02 22:19:00,0
tx_103116,acct_PAYROLL1,acct_EMP369,1495.59,2025-05-09 04:38:00,0
tx_103117,acct_5238,acct_5166,1314.26,2025-03-11 02:42:00,0
tx_103118,acct_590,acct_2725,1928.93,2025-01-31 04:56:00,0
tx_103119,acct_PAYROLL5,acct_EMP82,2909.91,2025-02-19 01:20:00,0
tx_103120,acct_FR7,acct_FR1,8569.85,2025-02-14 12:44:00,1
tx_103121,acct_L39,acct_L70,10240.42,2025-04-15 21:36:00,1
tx_103122,acct_5709,acct_5535,1722.51,2025-05-01 02:06:00,0
tx_103123,acct_FR4,acct_FR5,10170.48,2025-04-03 07:31:00,1
tx_103124,acct_L48,acct_L74,6462.46,2025-02-01 17:00:00,1
tx_103125,acct_5636,acct_7697,938.51,2025-04-18 16:29:00,0
tx_103126,acct_7865,acct_8823,161.56,2025-03-27 19:58:00,0
tx_103127,acct_L23,acct_L106,19590.06,2025-01-31 10:34:00,1
tx_103128,acct_2452,acct_3474,1526.81,2025-05-16 06:08:00,0
tx_103129,acct_PAYROLL5,acct_EMP400,1898.08,2025-02-21 04:13:00,0
tx_103130,acct_PAYROLL5,acct_EMP46,2194.85,2025-03-24 20:35:00,0
tx_103131,acct_3046,acct_MULE5,4026.87,2025-03-07 04:11:00,1
tx_103132,acct_2956,acct_MULE6,3794.14,2025-04-10 21:55:00,1
tx_103133,acct_7018,acct_652,1888.38,2025-01-27 16:57:00,0
tx_103134,acct_925,acct_7225,926.02,2025-04-21 04:16:00,0
tx_103135,acct_USER626,acct_AMAZON,439.78,2025-03-21 22:21:00,0
tx_103136,acct_PAYROLL5,acct_EMP189,2814.73,2025-03-10 12:38:00,0
tx_103137,acct_PAYROLL4,acct_EMP346,793.35,2025-02-23 17:02:00,0
tx_103138,acct_3835,acct_4847,1389.93,2025-02-26 19:54:00,0
tx_103139,acct_2192,acct_6119,1968.65,2025-04-24 11:59:00,0
tx_103140,acct_USER235,acct_AMAZON,149.4,2025-05-13 16:30:00,0
tx_103141,acct_FR5,acct_FR6,7587.52,2025-03-30 13:14:00,1
tx_103142,acct_USER750,acct_AMAZON,292.46,2025-03-28 20:01:00,0
tx_103143,acct_L17,acct_L70,17610.75,2025-02-13 12:01:00,1
tx_103144,acct_3106,acct_MULE12,8868.07,2025-04-16 07:05:00,1
tx_103145,acct_USER367,acct_AMAZON,102.02,2025-03-03 16:04:00,0
tx_103146,acct_8832,acct_6617,1494.36,2025-03-05 07:22:00,0
tx_103147,acct_USER758,acct_AMAZON,65.87,2025-04-23 23:56:00,0
tx_103148,acct_PAYROLL3,acct_EMP251,1943.02,2025-05-17 23:34:00,0
tx_103149,acct_FR2,acct_FR3,13071.1,2025-01-25 03:34:00,1
tx_103150,acct_3087,acct_MULE13,2570.7,2025-01-30 11:34:00,1
tx_103151,acct_USER748,acct_AMAZON,173.03,2025-01-24 02:54:00,0
tx_103152,acct_USER99,acct_AMAZON,213.63,2025-01-31 12:46:00,0
tx_103153,acct_USER220,acct_AMAZON,402.92,2025-02-21 03:56:00,0
tx_103154,acct_USER122,acct_AMAZON,468.01,2025-05-16 19:06:00,0
tx_103155,acct_3825,acct_4663,1842.92,2025-04-18 19:30:00,0
tx_103156,acct_USER481,acct_AMAZON,260.24,2025-03-06 14:15:00,0
tx_103157,acct_L26,acct_L59,13055.51,2025-01-24 01:19:00,1
tx_103158,acct_USER628,acct_AMAZON,73.79,2025-02-08 18:34:00,0
tx_103159,acct_3671,acct_3998,278.35,2025-01-17 17:02:00,0
tx_103160,acct_L11,acct_L73,16226.14,2025-05-18 08:58:00,1
tx_103161,acct_PAYROLL3,acct_EMP451,2987.9,2025-03-26 11:50:00,0
tx_103162,acct_PAYROLL1,acct_EMP235,2599.65,2025-01-01 07:10:00,0
tx_103163,acct_PAYROLL2,acct_EMP328,745.47,2025-04-03 01:23:00,0
tx_103164,acct_1295,acct_MULE5,8284.18,2025-04-18 05:23:00,1
tx_103165,acct_USER244,acct_AMAZON,250.48,2025-04-12 05:27:00,0
tx_103166,acct_4898,acct_743,1102.73,2025-03-28 22:54:00,0
tx_103167,acct_USER721,acct_AMAZON,205.53,2025-03-18 03:01:00,0
tx_103168,acct_FR1,acct_FR2,4775.09,2025-04-01 08:42:00,1
tx_103169,acct_L50,acct_L115,18587.51,2025-03-12 00:22:00,1
tx_103170,acct_USER341,acct_AMAZON,267.72,2025-03-23 12:14:00,0
tx_103171,acct_USER93,acct_AMAZON,167.57,2025-03-18 18:29:00,0
tx_103172,acct_PAYROLL4,acct_EMP81,2590.21,2025-02-07 21:49:00,0
tx_103173,acct_PAYROLL5,acct_EMP232,1011.93,2025-02-28 13:30:00,0
tx_103174,acct_PAYROLL5,acct_EMP149,2466.35,2025-05-04 09:16:00,0
tx_103175,acct_5499,acct_3164,1834.96,2025-02-13 01:15:00,0
tx_103176,acct_PAYROLL1,acct_EMP265,2499.46,2025-04-19 00:09:00,0
tx_103177,acct_FR1,acct_FR2,10488.8,2025-03-03 07:33:00,1
tx_103178,acct_1363,acct_MULE11,6124.81,2025-03-16 23:52:00,1
tx_103179,acct_2196,acct_MULE12,8524.45,2025-04-16 05:14:00,1
tx_103180,acct_8747,acct_7075,700.28,2025-05-11 22:22:00,0
tx_103181,acct_PAYROLL2,acct_EMP451,2249.63,2025-05-15 23:42:00,0
